incident_id,category,sub_category,priority,created_at,resolved_at,assigned_group,description,user_department
INC-001163,Impresoras,Atasco,P3,2026-01-19 01:29:34,2026-01-20 17:57:32,Seguridad N2,Impresoras: Atasco. Prioridad P3. Usuario de TI reporta problema. Atendido por Seguridad N2.,TI
INC-001164,Impresoras,Atasco,P3,2025-12-11 09:16:34,2025-12-13 01:42:14,Service Desk N1,Impresoras: Atasco. Prioridad P3. Usuario de TI reporta problema. Atendido por Service Desk N1.,TI
INC-001165,Hardware,Memoria,P4,2025-12-12 05:07:34,2025-12-15 18:17:15,Soporte en Sitio N1,Hardware: Memoria. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing
INC-001166,Almacenamiento,RAID,P2,2026-02-06 03:55:34,2026-02-06 11:32:35,Redes N2,Almacenamiento: RAID. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Redes N2.,Operaciones
INC-001167,Correo,Adjuntos,P2,2026-01-03 01:00:34,2026-01-03 14:08:01,Sistemas N2,Correo: Adjuntos. Prioridad P2. Usuario de Ventas reporta problema. Atendido por Sistemas N2.,Ventas
INC-001168,Red,Caída de red,P4,2025-09-08 06:44:34,2025-09-09 12:11:13,Seguridad N2,Red: Caída de red. Prioridad P4. Usuario de Atención a Clientes reporta problema. Atendido por Seguridad N2.,Atención a Clientes
INC-001169,Base de datos,Tiempos de consulta,P3,2025-12-20 23:09:34,2025-12-23 06:56:38,Sistemas N2,Base de datos: Tiempos de consulta. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Sistemas N2.,Finanzas
INC-001170,Almacenamiento,Rendimiento,P2,2025-08-26 00:28:34,2025-08-26 10:54:49,Redes N2,Almacenamiento: Rendimiento. Prioridad P2. Usuario de Atención a Clientes reporta problema. Atendido por Redes N2.,Atención a Clientes
INC-001171,Base de datos,Tiempos de consulta,P4,2026-01-21 11:18:34,2026-01-25 06:51:27,Infraestructura N3,Base de datos: Tiempos de consulta. Prioridad P4. Usuario de Logística reporta problema. Atendido por Infraestructura N3.,Logística
INC-001172,Seguridad,Phishing,P3,2025-09-04 10:40:34,2025-09-06 13:40:26,Aplicaciones N2,Seguridad: Phishing. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Aplicaciones N2.,Operaciones
INC-001173,Base de datos,Conexión,P3,2025-08-16 05:09:34,2025-08-17 17:01:26,Seguridad N2,Base de datos: Conexión. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Seguridad N2.,Ventas
INC-001174,Red,Lentitud,P2,2026-02-08 05:57:34,2026-02-08 10:06:26,Infraestructura N3,Red: Lentitud. Prioridad P2. Usuario de Logística reporta problema. Atendido por Infraestructura N3.,Logística
INC-001175,Almacenamiento,RAID,P3,2025-10-31 00:10:34,2025-11-01 16:24:03,Base de Datos N2,Almacenamiento: RAID. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Base de Datos N2.,Atención a Clientes
INC-001176,Hardware,Laptop,P4,2025-08-19 10:14:34,2025-08-23 16:13:37,Aplicaciones N2,Hardware: Laptop. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Aplicaciones N2.,Finanzas
INC-001177,Red,Lentitud,P3,2026-01-28 02:29:34,2026-01-28 19:23:59,Infraestructura N3,Red: Lentitud. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Infraestructura N3.,Operaciones
INC-001178,Virtualización,Migración,P3,2025-12-11 01:32:34,2025-12-13 12:54:02,Soporte en Sitio N1,Virtualización: Migración. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing
INC-001179,Impresoras,Atasco,P3,2025-09-23 10:46:34,2025-09-24 04:04:53,Soporte en Sitio N1,Impresoras: Atasco. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Soporte en Sitio N1.,Operaciones
INC-001180,Almacenamiento,NFS,P3,2025-12-08 08:17:34,2025-12-09 08:58:03,Infraestructura N3,Almacenamiento: NFS. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Infraestructura N3.,Ventas
INC-001181,Correo,Retraso,P3,2025-11-07 23:08:34,2025-11-09 02:58:18,Seguridad N2,Correo: Retraso. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Seguridad N2.,Ventas
INC-001182,Impresoras,Controlador,P3,2025-08-24 06:27:34,2025-08-25 19:44:51,Infraestructura N3,Impresoras: Controlador. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Infraestructura N3.,Marketing
INC-001183,Almacenamiento,NFS,P3,2025-12-27 23:29:34,2025-12-29 16:52:40,Aplicaciones N2,Almacenamiento: NFS. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Aplicaciones N2.,Ventas
INC-001184,Seguridad,Antivirus,P3,2025-12-14 00:33:34,2025-12-16 02:08:00,Sistemas N2,Seguridad: Antivirus. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes
INC-001185,Seguridad,Accesos,P3,2025-09-25 03:48:34,2025-09-27 04:28:33,Seguridad N2,Seguridad: Accesos. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Seguridad N2.,Ventas
INC-001186,Correo,Adjuntos,P3,2025-10-13 07:16:34,2025-10-14 20:33:45,Base de Datos N2,Correo: Adjuntos. Prioridad P3. Usuario de Logística reporta problema. Atendido por Base de Datos N2.,Logística
INC-001187,Seguridad,Accesos,P3,2025-11-22 05:55:34,2025-11-23 23:33:37,Redes N2,Seguridad: Accesos. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Redes N2.,Marketing
INC-001188,Seguridad,Accesos,P3,2025-10-26 10:49:34,2025-10-29 12:21:01,Redes N2,Seguridad: Accesos. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Redes N2.,Recursos Humanos
INC-001189,Aplicaciones,Actualización,P4,2025-10-05 01:40:34,2025-10-07 22:16:23,Redes N2,Aplicaciones: Actualización. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Redes N2.,Operaciones
INC-001190,Almacenamiento,Espacio lleno,P3,2025-10-31 02:15:34,2025-11-02 08:12:55,Seguridad N2,Almacenamiento: Espacio lleno. Prioridad P3. Usuario de Logística reporta problema. Atendido por Seguridad N2.,Logística
INC-001191,Virtualización,VM caída,P3,2025-10-20 04:45:34,2025-10-21 11:48:56,Service Desk N1,Virtualización: VM caída. Prioridad P3. Usuario de TI reporta problema. Atendido por Service Desk N1.,TI
INC-001192,Hardware,Desktop,P3,2025-11-09 05:09:34,2025-11-10 12:18:11,Service Desk N1,Hardware: Desktop. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Service Desk N1.,Finanzas
INC-001193,Correo,Sin acceso,P3,2025-10-20 04:52:34,2025-10-22 01:18:04,Aplicaciones N2,Correo: Sin acceso. Prioridad P3. Usuario de Logística reporta problema. Atendido por Aplicaciones N2.,Logística
INC-001194,Seguridad,Antivirus,P2,2026-02-07 12:34:34,2026-02-08 11:56:11,Sistemas N2,Seguridad: Antivirus. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Sistemas N2.,Operaciones
INC-001195,Aplicaciones,Login,P3,2025-09-12 00:52:34,2025-09-13 01:17:54,Infraestructura N3,Aplicaciones: Login. Prioridad P3. Usuario de Logística reporta problema. Atendido por Infraestructura N3.,Logística
INC-001196,Aplicaciones,Login,P3,2026-01-23 00:57:34,2026-01-24 12:34:37,Soporte en Sitio N1,Aplicaciones: Login. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Soporte en Sitio N1.,Operaciones
INC-001197,Correo,Retraso,P3,2025-12-06 11:34:34,2025-12-07 16:00:24,Redes N2,Correo: Retraso. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Redes N2.,Marketing
INC-001198,Almacenamiento,Espacio lleno,P3,2025-11-08 12:10:34,2025-11-10 18:45:52,Redes N2,Almacenamiento: Espacio lleno. Prioridad P3. Usuario de TI reporta problema. Atendido por Redes N2.,TI
INC-001199,Aplicaciones,Errores 500,P3,2025-08-16 02:55:34,2025-08-17 12:15:39,Infraestructura N3,Aplicaciones: Errores 500. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Infraestructura N3.,Atención a Clientes
INC-001200,Almacenamiento,RAID,P2,2025-09-05 03:25:34,2025-09-05 17:15:29,Sistemas N2,Almacenamiento: RAID. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Sistemas N2.,Operaciones
INC-001201,Impresoras,Conectividad,P2,2025-12-28 05:52:34,2025-12-28 18:53:33,Aplicaciones N2,Impresoras: Conectividad. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Aplicaciones N2.,Operaciones
INC-001202,Correo,Spam,P4,2025-11-27 06:56:34,2025-12-01 00:51:40,Seguridad N2,Correo: Spam. Prioridad P4. Usuario de Atención a Clientes reporta problema. Atendido por Seguridad N2.,Atención a Clientes
INC-001203,Virtualización,Host saturado,P1,2025-09-21 11:02:34,2025-09-21 17:36:50,Service Desk N1,Virtualización: Host saturado. Prioridad P1. Usuario de Logística reporta problema. Atendido por Service Desk N1.,Logística
INC-001204,Virtualización,VM caída,P3,2025-11-03 05:51:34,2025-11-05 11:10:13,Soporte en Sitio N1,Virtualización: VM caída. Prioridad P3. Usuario de TI reporta problema. Atendido por Soporte en Sitio N1.,TI
INC-001205,Hardware,Memoria,P2,2025-08-24 10:01:34,2025-08-24 16:22:57,Service Desk N1,Hardware: Memoria. Prioridad P2. Usuario de Atención a Clientes reporta problema. Atendido por Service Desk N1.,Atención a Clientes
INC-001206,Hardware,Laptop,P3,2025-11-25 09:46:34,2025-11-28 02:50:36,Sistemas N2,Hardware: Laptop. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes
INC-001207,Virtualización,Host saturado,P4,2025-08-17 12:19:34,2025-08-21 08:56:32,Base de Datos N2,Virtualización: Host saturado. Prioridad P4. Usuario de TI reporta problema. Atendido por Base de Datos N2.,TI
INC-001208,Virtualización,Migración,P3,2026-01-26 02:58:34,2026-01-27 19:22:35,Seguridad N2,Virtualización: Migración. Prioridad P3. Usuario de Logística reporta problema. Atendido por Seguridad N2.,Logística
INC-001209,Virtualización,Snapshots,P1,2025-10-04 03:07:34,2025-10-04 07:27:14,Base de Datos N2,Virtualización: Snapshots. Prioridad P1. Usuario de Atención a Clientes reporta problema. Atendido por Base de Datos N2.,Atención a Clientes
INC-001210,Red,VPN,P3,2025-12-26 07:20:34,2025-12-27 14:20:33,Seguridad N2,Red: VPN. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Seguridad N2.,Operaciones
INC-001211,Correo,Sin acceso,P1,2026-01-24 01:03:34,2026-01-24 04:59:52,Sistemas N2,Correo: Sin acceso. Prioridad P1. Usuario de TI reporta problema. Atendido por Sistemas N2.,TI
INC-001212,Red,VPN,P2,2025-12-01 07:09:34,2025-12-01 14:45:48,Aplicaciones N2,Red: VPN. Prioridad P2. Usuario de Marketing reporta problema. Atendido por Aplicaciones N2.,Marketing
INC-001213,Red,VPN,P3,2025-09-14 23:50:34,2025-09-16 14:49:54,Sistemas N2,Red: VPN. Prioridad P3. Usuario de TI reporta problema. Atendido por Sistemas N2.,TI
INC-001214,Aplicaciones,Actualización,P3,2025-12-09 04:17:34,2025-12-10 12:15:33,Sistemas N2,Aplicaciones: Actualización. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Sistemas N2.,Ventas
INC-001215,Virtualización,Migración,P4,2025-10-26 09:52:34,2025-10-28 21:06:01,Base de Datos N2,Virtualización: Migración. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing
INC-001216,Hardware,Memoria,P4,2025-11-06 07:39:34,2025-11-10 16:35:32,Aplicaciones N2,Hardware: Memoria. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Aplicaciones N2.,Finanzas
INC-001217,Correo,Retraso,P3,2025-09-21 10:29:34,2025-09-23 03:36:08,Infraestructura N3,Correo: Retraso. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Infraestructura N3.,Finanzas
INC-001218,Impresoras,Atasco,P3,2025-12-01 01:32:34,2025-12-02 07:51:35,Soporte en Sitio N1,Impresoras: Atasco. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Soporte en Sitio N1.,Ventas
INC-001219,Correo,Adjuntos,P3,2026-02-04 07:27:34,2026-02-05 16:09:45,Soporte en Sitio N1,Correo: Adjuntos. Prioridad P3. Usuario de TI reporta problema. Atendido por Soporte en Sitio N1.,TI
INC-001220,Virtualización,Snapshots,P3,2026-01-24 05:30:34,2026-01-25 23:35:35,Sistemas N2,Virtualización: Snapshots. Prioridad P3. Usuario de Logística reporta problema. Atendido por Sistemas N2.,Logística
INC-001221,Almacenamiento,NFS,P2,2025-12-22 01:33:34,2025-12-22 23:09:50,Redes N2,Almacenamiento: NFS. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Redes N2.,Operaciones
INC-001222,Almacenamiento,Rendimiento,P3,2025-12-09 06:04:34,2025-12-10 15:03:26,Soporte en Sitio N1,Almacenamiento: Rendimiento. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Soporte en Sitio N1.,Recursos Humanos
INC-001223,Hardware,Disco,P3,2025-09-12 00:25:34,2025-09-12 22:57:15,Soporte en Sitio N1,Hardware: Disco. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Soporte en Sitio N1.,Atención a Clientes
INC-001224,Base de datos,Conexión,P4,2025-11-18 03:25:34,2025-11-22 01:17:30,Redes N2,Base de datos: Conexión. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Redes N2.,Finanzas
INC-001225,Base de datos,Tiempos de consulta,P3,2025-09-20 01:52:34,2025-09-22 14:26:24,Infraestructura N3,Base de datos: Tiempos de consulta. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Infraestructura N3.,Ventas
INC-001226,Impresoras,Atasco,P2,2025-10-09 01:54:34,2025-10-09 15:44:14,Sistemas N2,Impresoras: Atasco. Prioridad P2. Usuario de Marketing reporta problema. Atendido por Sistemas N2.,Marketing
INC-001227,Almacenamiento,Espacio lleno,P3,2025-09-01 12:04:34,2025-09-03 20:07:57,Soporte en Sitio N1,Almacenamiento: Espacio lleno. Prioridad P3. Usuario de TI reporta problema. Atendido por Soporte en Sitio N1.,TI
INC-001228,Impresoras,Controlador,P3,2025-11-09 11:26:34,2025-11-12 01:23:17,Sistemas N2,Impresoras: Controlador. Prioridad P3. Usuario de Logística reporta problema. Atendido por Sistemas N2.,Logística
INC-001229,Almacenamiento,Rendimiento,P4,2025-12-08 09:30:34,2025-12-10 17:34:17,Redes N2,Almacenamiento: Rendimiento. Prioridad P4. Usuario de Logística reporta problema. Atendido por Redes N2.,Logística
INC-001230,Hardware,Disco,P3,2025-11-22 02:59:34,2025-11-24 11:55:49,Soporte en Sitio N1,Hardware: Disco. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Soporte en Sitio N1.,Atención a Clientes
INC-001231,Impresoras,Conectividad,P3,2025-10-25 09:07:34,2025-10-26 20:41:08,Service Desk N1,Impresoras: Conectividad. Prioridad P3. Usuario de Logística reporta problema. Atendido por Service Desk N1.,Logística
INC-001232,Hardware,Laptop,P3,2026-01-26 07:07:34,2026-01-28 00:12:05,Sistemas N2,Hardware: Laptop. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Sistemas N2.,Finanzas
INC-001233,Correo,Sin acceso,P3,2025-12-20 23:09:34,2025-12-22 11:19:47,Aplicaciones N2,Correo: Sin acceso. Prioridad P3. Usuario de Logística reporta problema. Atendido por Aplicaciones N2.,Logística
INC-001234,Virtualización,Migración,P2,2025-10-06 02:55:34,2025-10-06 21:02:28,Service Desk N1,Virtualización: Migración. Prioridad P2. Usuario de Marketing reporta problema. Atendido por Service Desk N1.,Marketing
INC-001235,Almacenamiento,Espacio lleno,P3,2026-01-11 23:33:34,2026-01-13 23:31:05,Base de Datos N2,Almacenamiento: Espacio lleno. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Base de Datos N2.,Atención a Clientes
INC-001236,Red,VPN,P3,2025-11-28 23:57:34,2025-11-30 00:32:04,Seguridad N2,Red: VPN. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Seguridad N2.,Operaciones
INC-001237,Virtualización,Host saturado,P4,2025-09-07 00:08:34,2025-09-10 10:03:37,Seguridad N2,Virtualización: Host saturado. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Seguridad N2.,Marketing
INC-001238,Virtualización,Migración,P4,2025-09-30 03:51:34,2025-10-02 19:28:53,Sistemas N2,Virtualización: Migración. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Sistemas N2.,Operaciones
INC-001239,Aplicaciones,Errores 500,P4,2026-02-04 01:05:34,2026-02-04 20:12:58,Sistemas N2,Aplicaciones: Errores 500. Prioridad P4. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes
INC-001240,Seguridad,Phishing,P3,2025-10-30 05:08:34,2025-11-01 08:53:58,Service Desk N1,Seguridad: Phishing. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Service Desk N1.,Ventas
INC-001241,Seguridad,Phishing,P3,2025-10-20 05:54:34,2025-10-22 18:07:24,Seguridad N2,Seguridad: Phishing. Prioridad P3. Usuario de TI reporta problema. Atendido por Seguridad N2.,TI
INC-001242,Aplicaciones,Login,P3,2026-01-14 08:17:34,2026-01-15 11:44:10,Aplicaciones N2,Aplicaciones: Login. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Aplicaciones N2.,Recursos Humanos
INC-001243,Almacenamiento,NFS,P3,2025-08-30 04:31:34,2025-08-31 23:42:33,Soporte en Sitio N1,Almacenamiento: NFS. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing
INC-001244,Virtualización,Snapshots,P4,2025-08-22 05:42:34,2025-08-25 10:24:41,Soporte en Sitio N1,Virtualización: Snapshots. Prioridad P4. Usuario de Logística reporta problema. Atendido por Soporte en Sitio N1.,Logística
INC-001245,Correo,Sin acceso,P3,2025-10-17 11:37:34,2025-10-18 12:12:55,Sistemas N2,Correo: Sin acceso. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Sistemas N2.,Finanzas
INC-001246,Hardware,Disco,P4,2025-09-05 12:42:34,2025-09-09 05:30:57,Seguridad N2,Hardware: Disco. Prioridad P4. Usuario de Logística reporta problema. Atendido por Seguridad N2.,Logística
INC-001247,Virtualización,Migración,P3,2025-12-31 01:52:34,2026-01-03 00:20:33,Redes N2,Virtualización: Migración. Prioridad P3. Usuario de TI reporta problema. Atendido por Redes N2.,TI
INC-001248,Correo,Adjuntos,P4,2025-08-15 12:31:34,2025-08-19 10:19:35,Infraestructura N3,Correo: Adjuntos. Prioridad P4. Usuario de Ventas reporta problema. Atendido por Infraestructura N3.,Ventas
INC-001249,Base de datos,Bloqueos,P3,2025-12-16 03:40:34,2025-12-18 17:49:59,Service Desk N1,Base de datos: Bloqueos. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Service Desk N1.,Ventas
INC-001250,Base de datos,Backup,P3,2026-01-11 12:34:34,2026-01-13 05:39:04,Base de Datos N2,Base de datos: Backup. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Base de Datos N2.,Recursos Humanos
INC-001251,Base de datos,Conexión,P4,2025-10-30 00:27:34,2025-11-01 14:33:02,Redes N2,Base de datos: Conexión. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Redes N2.,Finanzas
INC-001252,Aplicaciones,Errores 500,P3,2025-10-07 08:34:34,2025-10-10 01:30:41,Sistemas N2,Aplicaciones: Errores 500. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes
INC-001253,Seguridad,Políticas,P2,2025-10-23 02:44:34,2025-10-24 04:06:27,Sistemas N2,Seguridad: Políticas. Prioridad P2. Usuario de Logística reporta problema. Atendido por Sistemas N2.,Logística
INC-001254,Seguridad,Políticas,P3,2026-01-15 04:03:34,2026-01-17 08:21:04,Aplicaciones N2,Seguridad: Políticas. Prioridad P3. Usuario de Logística reporta problema. Atendido por Aplicaciones N2.,Logística
INC-001255,Hardware,Laptop,P3,2025-08-17 09:13:34,2025-08-18 21:33:39,Infraestructura N3,Hardware: Laptop. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Infraestructura N3.,Ventas
INC-001256,Impresoras,Controlador,P1,2026-01-28 09:06:34,2026-01-28 14:18:30,Seguridad N2,Impresoras: Controlador. Prioridad P1. Usuario de Finanzas reporta problema. Atendido por Seguridad N2.,Finanzas
INC-001257,Virtualización,VM caída,P3,2025-11-13 12:26:34,2025-11-15 09:20:10,Infraestructura N3,Virtualización: VM caída. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Infraestructura N3.,Finanzas
INC-001258,Seguridad,Accesos,P4,2025-09-15 06:25:34,2025-09-19 10:11:50,Redes N2,Seguridad: Accesos. Prioridad P4. Usuario de Ventas reporta problema. Atendido por Redes N2.,Ventas
INC-001259,Correo,Adjuntos,P3,2025-08-20 11:19:34,2025-08-21 21:47:02,Service Desk N1,Correo: Adjuntos. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Service Desk N1.,Recursos Humanos
INC-001260,Seguridad,Phishing,P3,2025-10-10 02:33:34,2025-10-11 19:55:25,Soporte en Sitio N1,Seguridad: Phishing. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing
INC-001261,Seguridad,Antivirus,P4,2026-01-17 02:02:34,2026-01-20 22:39:15,Sistemas N2,Seguridad: Antivirus. Prioridad P4. Usuario de Logística reporta problema. Atendido por Sistemas N2.,Logística
INC-001262,Correo,Adjuntos,P4,2026-01-07 07:33:34,2026-01-09 05:14:25,Soporte en Sitio N1,Correo: Adjuntos. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing
INC-001263,Hardware,Desktop,P4,2026-01-12 01:49:34,2026-01-15 15:40:16,Redes N2,Hardware: Desktop. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Redes N2.,Finanzas
INC-001264,Aplicaciones,Errores 500,P3,2025-12-26 10:52:34,2025-12-27 14:24:20,Sistemas N2,Aplicaciones: Errores 500. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Sistemas N2.,Recursos Humanos
INC-001265,Base de datos,Bloqueos,P3,2026-02-05 07:58:34,2026-02-06 12:24:44,Service Desk N1,Base de datos: Bloqueos. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Service Desk N1.,Marketing
INC-001266,Almacenamiento,Espacio lleno,P3,2025-11-05 05:56:34,2025-11-06 14:40:48,Seguridad N2,Almacenamiento: Espacio lleno. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Seguridad N2.,Ventas
INC-001267,Impresoras,Conectividad,P3,2025-12-19 04:35:34,2025-12-20 22:40:35,Soporte en Sitio N1,Impresoras: Conectividad. Prioridad P3. Usuario de Logística reporta problema. Atendido por Soporte en Sitio N1.,Logística
INC-001268,Red,Lentitud,P3,2025-11-30 07:30:34,2025-12-01 03:01:08,Service Desk N1,Red: Lentitud. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Service Desk N1.,Marketing
INC-001269,Seguridad,Antivirus,P3,2025-11-08 00:58:34,2025-11-10 21:23:34,Seguridad N2,Seguridad: Antivirus. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Seguridad N2.,Recursos Humanos
INC-001270,Red,Lentitud,P3,2025-10-17 02:12:34,2025-10-18 06:33:28,Seguridad N2,Red: Lentitud. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Seguridad N2.,Finanzas
INC-001271,Seguridad,Políticas,P4,2025-08-22 06:29:34,2025-08-27 21:27:29,Soporte en Sitio N1,Seguridad: Políticas. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Soporte en Sitio N1.,Finanzas
INC-001272,Red,VPN,P3,2025-09-11 06:17:34,2025-09-12 22:51:32,Sistemas N2,Red: VPN. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Sistemas N2.,Recursos Humanos
INC-001273,Seguridad,Antivirus,P4,2025-09-02 11:40:34,2025-09-06 19:20:25,Base de Datos N2,Seguridad: Antivirus. Prioridad P4. Usuario de Recursos Humanos reporta problema. Atendido por Base de Datos N2.,Recursos Humanos
INC-001274,Almacenamiento,Espacio lleno,P2,2025-09-05 00:00:34,2025-09-05 16:27:40,Infraestructura N3,Almacenamiento: Espacio lleno. Prioridad P2. Usuario de Finanzas reporta problema. Atendido por Infraestructura N3.,Finanzas
INC-001275,Red,WiFi,P3,2025-09-16 00:00:34,2025-09-17 14:36:40,Base de Datos N2,Red: WiFi. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Base de Datos N2.,Finanzas
INC-001276,Almacenamiento,Espacio lleno,P3,2025-08-31 00:45:34,2025-09-01 21:04:25,Sistemas N2,Almacenamiento: Espacio lleno. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes
INC-001277,Red,Caída de red,P2,2025-11-25 00:41:34,2025-11-25 06:03:59,Sistemas N2,Red: Caída de red. Prioridad P2. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes
INC-001278,Impresoras,Sin tinta,P3,2025-11-21 06:52:34,2025-11-22 17:01:55,Service Desk N1,Impresoras: Sin tinta. Prioridad P3. Usuario de Logística reporta problema. Atendido por Service Desk N1.,Logística
INC-001279,Impresoras,Atasco,P3,2025-12-09 07:23:34,2025-12-11 12:59:52,Base de Datos N2,Impresoras: Atasco. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Base de Datos N2.,Ventas
INC-001280,Correo,Sin acceso,P4,2026-01-14 10:06:34,2026-01-16 23:03:22,Soporte en Sitio N1,Correo: Sin acceso. Prioridad P4. Usuario de Ventas reporta problema. Atendido por Soporte en Sitio N1.,Ventas
INC-001281,Correo,Spam,P2,2025-11-30 06:48:34,2025-11-30 19:40:34,Sistemas N2,Correo: Spam. Prioridad P2. Usuario de TI reporta problema. Atendido por Sistemas N2.,TI
INC-001282,Almacenamiento,Rendimiento,P4,2025-08-25 23:10:34,2025-08-29 10:57:43,Aplicaciones N2,Almacenamiento: Rendimiento. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Aplicaciones N2.,Operaciones
INC-001283,Base de datos,Backup,P3,2026-01-11 07:51:34,2026-01-14 02:35:12,Base de Datos N2,Base de datos: Backup. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing
INC-001284,Hardware,Desktop,P3,2026-01-16 04:20:34,2026-01-18 10:17:46,Infraestructura N3,Hardware: Desktop. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Infraestructura N3.,Marketing
INC-001285,Seguridad,Antivirus,P3,2025-10-14 07:54:34,2025-10-16 17:37:49,Redes N2,Seguridad: Antivirus. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Redes N2.,Ventas
INC-001286,Virtualización,VM caída,P1,2025-10-04 02:42:34,2025-10-04 09:27:19,Seguridad N2,Virtualización: VM caída. Prioridad P1. Usuario de TI reporta problema. Atendido por Seguridad N2.,TI
INC-001287,Correo,Sin acceso,P3,2026-02-01 06:46:34,2026-02-02 04:32:35,Base de Datos N2,Correo: Sin acceso. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Base de Datos N2.,Recursos Humanos
INC-001288,Almacenamiento,RAID,P3,2025-11-30 04:12:34,2025-12-01 04:29:10,Base de Datos N2,Almacenamiento: RAID. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing
